row_index,token_count,sum_score,mean_score
154,2047,-44.34423828125,-0.02166303775341964
155,2047,-79.857421875,-0.03901193056912555
156,2047,-55.8642578125,-0.027290795218612603
157,2047,-73.13720703125,-0.03572897265815828
158,2047,-80.64453125,-0.03939644907181241
159,2047,-55.4912109375,-0.027108554439423546
160,2047,-63.82421875,-0.031179393624816806
161,2047,-90.05908203125,-0.04399564339582315
162,2047,-67.034912109375,-0.0327478808546043
163,2047,-47.9130859375,-0.023406490443331703
164,2047,-53.0732421875,-0.0259273288654128
165,2047,-63.10498046875,-0.030828031494259892
166,2047,-80.4072265625,-0.039280521036883245
167,2047,-48.98388671875,-0.023929597810820713
168,2047,-52.439453125,-0.02561771036883244
169,2047,-75.1318359375,-0.03670338834269663
170,2047,-67.76171875,-0.033102940278456276
171,2047,-55.28466796875,-0.02700765411272594
172,2047,-20.902099609375,-0.010211089208292624
173,2047,-66.682861328125,-0.03257589708262091
174,2047,-42.1943359375,-0.020612767922569615
175,2047,-33.513671875,-0.016372091780654616
176,2047,-39.4267578125,-0.01926075125183195
177,2047,-48.3232421875,-0.02360685988641915
178,2047,-44.1259765625,-0.021556412585490962
179,2047,-40.8818359375,-0.01997158570468979
180,2047,-38.40478515625,-0.018761497389472397
181,2047,-46.64794921875,-0.022788446125427454
182,2047,-49.810546875,-0.024333437652662434
183,2047,-88.953125,-0.04345536150464094
184,2047,-37.80419921875,-0.01846809927638007
185,2047,-39.33740234375,-0.019217099337445042
186,2047,-37.01318359375,-0.018081672493282852
187,2047,-48.5234375,-0.023704659257449925
188,2047,-36.650390625,-0.01790444095017098
189,2047,-45.1962890625,-0.022079281417928677
190,2047,-84.408203125,-0.04123507724719101
191,2047,-40.17919921875,-0.019628333765876894
192,2047,-63.5498046875,-0.031045336925989254
193,2047,-39.03271484375,-0.019068253465437224
194,2047,-41.4833984375,-0.02026546088788471
195,2047,-37.30517578125,-0.01822431645395701
196,2047,-89.8212890625,-0.04387947682584269
197,2047,-39.7236328125,-0.019405780563019052
198,2047,-44.06787109375,-0.02152802691438691
199,2047,-38.63037109375,-0.018871700583170493
200,2047,-34.28515625,-0.016748977161700047
201,2047,-33.49267578125,-0.01636183477344895
202,2047,-39.07568359375,-0.01908924454995115
203,2047,-44.775390625,-0.02187366420371275
204,2047,-37.9208984375,-0.018525109153639474
205,2047,-37.919921875,-0.018524632083536885
206,2047,-49.30810546875,-0.024087985084880314
207,2047,-36.5126953125,-0.01783717406570591
208,2047,-121.76708984375,-0.05948563255679042
209,2047,-37.74072265625,-0.018437089719711773
210,2047,-37.74072265625,-0.018437089719711773
211,2047,-37.7412109375,-0.018437328254763068
212,2047,-37.74072265625,-0.018437089719711773
213,2047,-37.74072265625,-0.018437089719711773
214,2047,-37.74072265625,-0.018437089719711773
215,2047,-37.7412109375,-0.018437328254763068
216,2047,-37.74072265625,-0.018437089719711773
217,2047,-37.74072265625,-0.018437089719711773
218,2047,-37.74072265625,-0.018437089719711773
219,2047,-37.7412109375,-0.018437328254763068
220,2047,-37.74072265625,-0.018437089719711773
221,2047,-37.74072265625,-0.018437089719711773
222,2047,-37.74072265625,-0.018437089719711773
223,2047,-37.7412109375,-0.018437328254763068
224,2047,-37.74072265625,-0.018437089719711773
225,2047,-37.74072265625,-0.018437089719711773
226,2047,-37.74072265625,-0.018437089719711773
227,2047,-37.7412109375,-0.018437328254763068
228,2047,-37.74072265625,-0.018437089719711773
229,2047,-37.74072265625,-0.018437089719711773
230,2047,-37.74072265625,-0.018437089719711773
231,2047,-37.7412109375,-0.018437328254763068
232,2047,-37.74072265625,-0.018437089719711773
